21.9251 	EXP 	image: autoDraw = False
21.9251 	EXP 	text_4: autoDraw = False
21.9251 	EXP 	text: autoDraw = True
22.9106 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'Congruency': 'congruente', 'ImageFile': 'images/GALLETAS.png', 'CalorieLabels': 'altas calorias', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
22.9248 	EXP 	text: autoDraw = False
22.9248 	EXP 	jitter: autoDraw = True
23.4410 	INFO 	Keyboard events cleared
23.4404 	EXP 	jitter: autoDraw = False
23.4404 	EXP 	image: image = 'images/GALLETAS.png'
23.4404 	EXP 	text_4: text = 'altas calorias'
23.4404 	EXP 	image: autoDraw = True
23.4404 	EXP 	text_4: autoDraw = True
23.9782 	DATA 	Keypress: f
24.4398 	EXP 	text_4: autoDraw = False
25.4222 	EXP 	image: autoDraw = False
25.4222 	EXP 	text_4: autoDraw = False
25.4222 	EXP 	text: autoDraw = True
26.4068 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'Congruency': 'incongruente', 'ImageFile': 'images/DULCEDEAZUCAR.png', 'CalorieLabels': 'bajas calorias', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
26.4223 	EXP 	text: autoDraw = False
26.4223 	EXP 	jitter: autoDraw = True
26.9374 	INFO 	Keyboard events cleared
26.9369 	EXP 	jitter: autoDraw = False
26.9369 	EXP 	image: image = 'images/DULCEDEAZUCAR.png'
26.9369 	EXP 	text_4: height = 0.05
26.9369 	EXP 	text_4: height = 0.05
26.9369 	EXP 	text_4: height = 0.05
26.9369 	EXP 	text_4: text = 'bajas calorias'
26.9369 	EXP 	image: autoDraw = True
26.9369 	EXP 	text_4: autoDraw = True
27.4735 	DATA 	Keypress: j
27.9361 	EXP 	text_4: autoDraw = False
28.9191 	EXP 	image: autoDraw = False
28.9191 	EXP 	text_4: autoDraw = False
28.9191 	EXP 	text: autoDraw = True
