thisRow.t,notes,trial.started,jitter.started,trial.stopped,routine_1.started,blank.started,routine_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010084200010169297,0.040125600004103035,0.5077204999979585,,,,835506,001,2025-08-28_01h55.10.616,stroop_alimentario,2024.2.4,59.45349161271285,2025-08-28 01h55.21.544371 -0300,
,,,,,0.5077485999790952,1.0053447000100277,3.005183900007978,835506,001,2025-08-28_01h55.10.616,stroop_alimentario,2024.2.4,59.45349161271285,2025-08-28 01h55.21.544371 -0300,
