thisRow.t,notes,instructions.started,text_2.started,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,trial.started,jitter.started,trial.stopped,food1.started,image.started,key_resp_3.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010860499984119087,0.0256657000281848,0.0256657000281848,14.159013600030448,space,14.12317149998853,None,,,,,,,,527687,001,2025-08-28_02h33.52.973,stroop_alimentario,2024.2.4,60.167783884920496,2025-08-28 02h34.05.946532 -0300,
,,,,,,,,,14.159436199988704,14.18037610000465,14.667267800017726,,,,,527687,001,2025-08-28_02h33.52.973,stroop_alimentario,2024.2.4,60.167783884920496,2025-08-28 02h34.05.946532 -0300,
,,,,,,,,,,,,14.66732290002983,14.766719800012652,14.766719800012652,16.778100700001232,,,,,,,,
